Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ALHC,Alignment Healthcare Inc. Common Stock,United States,2021,715141,Health Care,Medical Specialities
ALIT,Alight Inc. Class A Common Stock,United States,2021,1701392,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,United States,,649173,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,Ireland,1991,550117,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,United States,2021,330678,Technology,Computer Software: Prepackaged Software
ALL,Allstate Corporation (The) Common Stock,United States,,698673,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,69127,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,136286,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,40527,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,United States,,71576,,
ALLE,Allegion plc Ordinary Shares,United States,2013,363654,Consumer Discretionary,Diversified Commercial Services
ALLK,Allakos Inc. Common Stock,United States,2018,253373,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,United States,2018,1529074,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,United States,,117355,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,Israel,2006,264982,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,United States,2014,1866207,Finance,Major Banks
ALMS,Alumis Inc. Common Stock,United States,2024,67434,Health Care,Biotechnology: Pharmaceutical Preparations
ALNT,Allient Inc. Common Stock,United States,,71241,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,2004,325545,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,United States,1983,4062,Technology,Computer peripheral equipment
ALRM,Alarm.com Holdings Inc. Common Stock,United States,2015,247240,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,United States,2017,14804,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,United States,2019,33853,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,United States,2022,6,Finance,Blank Checks
ALSAR,Alpha Star Acquisition Corporation Rights,United States,2022,900,Finance,Blank Checks
ALSAW,Alpha Star Acquisition Corporation Warrants,United States,2022,24,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,2012,240395,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,United States,,1144218,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,United States,2019,92147,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),United States,,485,,
ALTI,AlTi Global Inc. Class A Common Stock,United States,2021,109042,Finance,Investment Managers
ALTM,Arcadium Lithium plc Ordinary Shares,United States,2024,3799383,Industrials,Major Chemicals
ALTO,Alto Ingredients Inc. Common Stock,United States,,465521,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,United States,2017,285644,Technology,Computer Software: Prepackaged Software
ALTS,ALT5 Sigma Corporation Common Stock,United States,,69105,Consumer Discretionary,Home Furnishings
ALUR,Allurion Technologies Inc. Common Stock,United States,,3480251,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,Sweden,,296456,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,Luxembourg,,36609,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,Luxembourg,,2238,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,United States,2020,292027,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,United States,,6797,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,2020,290205,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,United States,2021,51366,Health Care,Biotechnology: Pharmaceutical Preparations
AM,Antero Midstream Corporation Common Stock,United States,2017,1935899,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,2018,97216,Finance,Major Banks
AMAT,Applied Materials Inc. Common Stock,United States,1972,5943781,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,2012,989032,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,,298005,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,,,7588,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),China,,19928,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,472668,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,United States,2013,9796739,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,2019,17920019,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,United States,,205523,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,United States,,16046181,Technology,Semiconductors
AME,AMETEK Inc.,United States,,1098721,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,United States,,107948,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,United States,,83336,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,1983,2232524,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,2013,1368812,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,United States,,27593,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,United States,,7412,,
AMIX,Autonomix Medical Inc. Common Stock,United States,2024,185117,Health Care,Medical/Dental Instruments
AMKR,Amkor Technology Inc. Common Stock,United States,1998,511266,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,Canada,,139413,Basic Materials,Metal Mining
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,2022,414328,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,United States,,491865,Consumer Discretionary,Professional Services
AMP,Ameriprise Financial Inc. Common Stock,United States,,214020,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,United States,,444741,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,United States,,312,Telecommunications,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,2014,190791,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,,231138,Technology,Computer Software: Prepackaged Software
AMPS,Altus Power Inc. Class A Common Stock,United States,2021,320048,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,United States,2022,1533478,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,United States,2016,72385,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,2018,90563,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,2010,234897,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,,85327,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,,670047,Health Care,Biotechnology: Pharmaceutical Preparations
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,United States,,741121,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,United States,1988,4794,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,1991,517088,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,United States,2005,209643,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,United States,2020,1954,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,,1610077,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,,122673,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,,,3731,Finance,Finance: Consumer Services
AMTM,Amentum Holdings Inc. Common Stock,United States,2024,642611,,
AMTX,Aemetis Inc. (DE) Common Stock,United States,,372414,Industrials,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,United States,1986,92478,Basic Materials,Forest Products
AMWL,American Well Corporation Class A Common Stock,United States,2020,49751,Consumer Discretionary,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Mexico,2023,1130986,Telecommunications,Telecommunications Equipment
AMZN,Amazon.com Inc. Common Stock,United States,1997,24671629,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,,167104,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,United States,2017,201526,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,,130757,Industrials,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,2021,4924,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,United States,2014,1282248,Telecommunications,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,,1228737,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANG^A,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,United States,,62572,,
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,38212,,
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,,2368,Consumer Discretionary,Telecommunications Equipment
ANGHW,Anghami Inc. Warrants,United Arab Emirates,,845,Consumer Discretionary,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,United States,,347894,Consumer Discretionary,Advertising
ANGO,AngioDynamics Inc. Common Stock,United States,2004,178787,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,,41635,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,,224792,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,United States,,54502,Health Care,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,Cayman Islands,2023,1954,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,United States,2020,757701,Health Care,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,United States,2024,80682,Health Care,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,United States,2024,33781,,
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,United States,2023,2,,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,United States,2024,32102,,
ANSS,ANSYS Inc. Common Stock,United States,1996,178723,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,China,2007,83336,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,2022,1316822,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,2020,67194,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Canada,,727618,Finance,Finance: Consumer Services
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,2007,424295,Finance,Investment Managers
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,United States,2024,9067,Finance,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,United States,2021,80792,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),United States,,463004,Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,United States,,194980,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,United States,,381325,Consumer Discretionary,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,2010,804196,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,,18177,Consumer Discretionary,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,United States,,41195,Industrials,Fluid Controls
APA,APA Corporation Common Stock,United States,,2768342,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,2013,233074,Finance,Investment Managers
APCX,AppTech Payments Corp. Common Stock,United States,,42878,Technology,Computer Software: Prepackaged Software
APCXW,AppTech Payments Corp. Warrant,United States,,19,Technology,Computer Software: Prepackaged Software
APD,Air Products and Chemicals Inc. Common Stock,United States,,769797,Industrials,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,United States,,1992371,Consumer Discretionary,Other Consumer Services
